id	taxon_name	rank	g1_mean	Run4_P1	Run4_P2	Run4_P3	Run4_P4	Run5_P1	Run5_P2	Run5_P3	Run5_P4	Run4_P1_n_peptide	Run4_P2_n_peptide	Run4_P3_n_peptide	Run4_P4_n_peptide	Run5_P1_n_peptide	Run5_P2_n_peptide	Run5_P3_n_peptide	Run5_P4_n_peptide	Run4_P1_n_samp_children	Run4_P2_n_samp_children	Run4_P3_n_samp_children	Run4_P4_n_samp_children	Run5_P1_n_samp_children	Run5_P2_n_samp_children	Run5_P3_n_samp_children	Run5_P4_n_samp_children
245186	Loktanella	genus	20.59328761042879	21.225030442289643	20.769920035231777	20.59087534865037	20.395419442046663	20.760594493089684	20.31213340373719	20.130127411879435	20.232735305394833	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
255475	Aurantimonadaceae	family	16.021749913116757	15.85937972521573	16.983006939519765	16.4089143238433	16.30941169259661	14.881404134265065	15.45690045654682	15.548139765624265	15.66536756462798	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
263377	Salipiger	genus	20.635761765343677	20.76596095757471	20.626478529238273	20.54228299220254	20.8031742717841	20.743618288096012	20.804034807417494	20.594003332152326	20.076943564812318	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
267890	Shewanellaceae	family	18.12303912210419	NA	NA	NA	18.32599534574005	18.054347291696587	18.17443712240208	NA	17.904062430148052	NA	NA	NA	1.0	1.0	1.0	NA	1.0	NA	NA	NA	1.0	1.0	1.0	NA	1.0
278132	Limimaricola hongkongensis	species	17.3067219799032	NA	16.376473401547816	17.639250254716913	14.548470341133273	17.77958599406269	17.292648761901194	17.390314246388968	18.01195062771881	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
282198	Nereida	genus	20.527530542101086	20.875385875596404	21.186128751556645	20.78157743338548	20.520217155691384	19.744666666771476	20.30944948602481	19.54210196079368	20.54943329758111	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
282199	Nereida ignava	species	20.527530542101086	20.875385875596404	21.186128751556645	20.78157743338548	20.520217155691384	19.744666666771476	20.30944948602481	19.54210196079368	20.54943329758111	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
293088	Martelella	genus	16.021749913116757	15.85937972521573	16.983006939519765	16.4089143238433	16.30941169259661	14.881404134265065	15.45690045654682	15.548139765624265	15.66536756462798	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
302485	Phaeobacter	genus	21.95106936321879	22.332643393040016	22.34169984642229	21.784930923967085	21.99737218987294	20.761831764191363	21.984974289826493	21.516104402035765	22.284957246123053	6.0	6.0	6.0	5.0	5.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
308354	Staphylococcus simiae	species	20.656013180151746	21.197900390823087	21.209759503168225	21.384457046401803	20.46131207040407	19.19786765606509	19.890501792874346	20.248507402039227	20.403608021887983	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
309512	Dinoroseobacter	genus	18.435435355265014	20.05539763082987	16.72612766868553	14.408846507768919	17.31710607210266	18.72230057809793	18.59015792583553	16.823765279789658	18.95962363446896	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
311411	Pseudoruegeria	genus	17.66942948184874	17.917469401229667	18.248845311903256	18.13800875157272	17.946432858157525	17.16491085386721	17.045110123274316	17.04983685302531	17.192019200524438	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
314263	Roseovarius nubinhibens	species	17.940774982534457	17.878519491408568	18.37007674893684	17.837559616966296	17.936955879617177	17.958030176547005	17.60481623639043	NA	17.88645894667334	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
321267	Shimia marina	species	19.900559067659234	19.419890863308034	19.008920661961533	19.002009008934476	19.618883328834652	20.28998801324578	20.50828316177705	19.762128076958955	20.616941895196852	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
335927	Thalassobius	genus	21.898512245564607	21.95169124107143	21.944174141024078	22.089457658054833	21.637116937208788	22.12992309853009	21.78348907516112	21.758782347870202	21.823696757921134	5.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
335975	Sulfitobacter litoralis	species	18.056708818901665	17.162798445547452	17.324591064079748	16.776637362073153	17.5668129247657	18.943469479840374	18.573482993490618	18.13881524868172	18.53970218873706	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
340021	Thalassobius mediterraneus	species	20.133074777698308	20.263055960831675	19.975849367094366	19.522647807520237	20.129221377046118	20.584580878077354	20.22141837596247	19.67715081602768	20.39247151100488	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
359110	Pseudomonas extremaustralis	species	19.344607372656174	19.592165376540045	19.14523636595723	19.575428821722415	19.395715071825087	19.55601463980513	19.128162017276008	19.02505491871545	19.21249116050665	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
364197	Pseudomonas pohangensis	species	18.950484739282842	19.414750672499682	18.873082384062457	19.01514849725992	18.836059603705948	19.35740810249385	18.51621556623338	18.520095697825948	18.79051713904492	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
366289	Pseudomonas delhiensis	species	19.703985650304304	20.210029178767577	20.122341058662787	20.08186606749303	19.939013255037356	18.869933561392134	19.231940679696663	19.03750271626977	19.478237957401813	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
373675	Thalassococcus halodurans	species	20.726219925631522	21.93805816178821	21.080672794486524	20.917762273872636	20.398710400197157	20.74301510260203	19.778326791325778	19.27243544413832	19.91807955223574	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
390807	Jannaschia pohangensis	species	16.36807411937532	16.240262520313312	17.137571564736017	16.589551085918067	16.364044346915396	14.046944075377969	16.18779163537435	16.18270393470942	16.695651064056623	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
393277	Donghicola	genus	23.14271505495291	NA	NA	23.14271505495291	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
404235	Maritimibacter	genus	21.514021821817135	21.996749445954762	21.87173430475084	21.72171919718773	21.528310162977686	21.409347633089	21.148655629402718	20.933227363836743	21.158423489316206	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
404236	Maritimibacter alkaliphilus	species	21.514021821817135	21.996749445954762	21.87173430475084	21.72171919718773	21.528310162977686	21.409347633089	21.148655629402718	20.933227363836743	21.158423489316206	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
428992	Pseudomonas panipatensis	species	20.636064668517626	19.74129827280727	19.675791626239366	19.75792250261732	20.048378749232395	21.01238178296149	21.21700377418061	21.475766535353134	20.84421004242502	5.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
436357	Thalassococcus	genus	20.726219925631522	21.93805816178821	21.080672794486524	20.917762273872636	20.398710400197157	20.74301510260203	19.778326791325778	19.27243544413832	19.91807955223574	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
441119	Tranquillimonas alkanivorans	species	17.444250370421464	17.813709179901764	17.87510137519537	18.11817257134025	17.570506513203558	16.874346235769416	16.88688732508271	16.76285304908758	16.922395087668924	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
478070	Labrenzia	genus	19.260923035769267	19.08903765005447	19.320920172203373	19.31059547560513	19.484549153908343	19.45673541469737	18.799082055651567	19.048552327642838	19.44057925343539	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
488547	Jhaorihella thermophila	species	19.81038011685824	18.999750947625838	20.715482706536687	17.695514730041637	20.078137253210745	19.547211913098955	20.36446930580897	19.21280318365055	20.02453843130638	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
490828	Lutimaribacter	genus	20.87779596549214	21.15132281737268	21.24425633563525	21.003528651962128	21.09242320243087	20.544431807309685	20.42992054963361	20.26463112608438	20.975437627024675	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
490829	Lutimaribacter saemankumensis	species	19.30898642330588	19.149122909345014	19.86653171827144	19.082046750823917	19.71946302348848	18.39264151306731	19.06539404471227	18.29867746563568	19.967657585256205	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
497726	Nitrososphaera	genus	30.045073127103016	29.742026000849275	30.306378354083165	29.957032777683445	30.00812845673965	29.841828883197554	30.31491502125732	29.94272451363777	30.14213890943984	1036.0	1068.0	1044.0	1047.0	1037.0	1049.0	1036.0	1048.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
505353	Roseovarius halotolerans	species	20.128172508138366	NA	19.168760981445946	19.788619412889442	NA	20.477481601120054	20.404370320241455	20.41362586321349	20.116154828660946	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
521013	Limimaricola pyoseonensis	species	20.8772669062629	20.95052030080555	20.861207337645112	20.781816727239715	21.29789078356999	20.811703943854067	20.914634767344886	20.484386300954593	20.78965224088635	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
540747	Roseovarius indicus	species	21.081394874764076	21.68167250860005	22.032200466880063	21.7542256324631	21.38249046683376	20.04898047026825	19.605495071744365	19.70078173785971	20.059023432434657	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
543360	Pseudomonas cuatrocienegasensis	species	17.74386322988881	17.625580432925798	18.090683614638408	17.86474293857258	17.119014048931792	14.630880822535755	18.330316446995507	18.775679397096674	16.455252077981	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
555512	Salipiger marinus	species	20.635761765343677	20.76596095757471	20.626478529238273	20.54228299220254	20.8031742717841	20.743618288096012	20.804034807417494	20.594003332152326	20.076943564812318	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
569882	Salinihabitans flavidus	species	20.626005779394124	21.186161042068665	20.8925658989708	20.42241413668243	20.6760283045994	20.92937290279754	20.129073526602543	20.112419882337218	20.259867569912384	3.0	2.0	2.0	3.0	3.0	2.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
571298	Pseudoruegeria lutimaris	species	17.66942948184874	17.917469401229667	18.248845311903256	18.13800875157272	17.946432858157525	17.16491085386721	17.045110123274316	17.04983685302531	17.192019200524438	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
573139	Shimia	genus	22.115841548475526	22.802828084027997	22.61029041766954	22.28044093628632	22.072231700193093	21.848501530044206	21.81356336359211	20.718880882264802	21.9127252593904	6.0	6.0	6.0	6.0	4.0	6.0	5.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0
574962	Pseudomonas taeanensis	species	17.466782263541496	17.446787694070284	17.888140335499227	17.85437290732479	17.701609022517633	16.01911266087123	17.292004318609056	17.460991751845977	17.37919050392354	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
651137	Thaumarchaeota	phylum	30.11023494602722	29.802308178925003	30.36496235542914	30.014930864353452	30.066221068703253	29.91819267064937	30.38511090766937	30.017511514804195	30.2079183242254	1116.0	1147.0	1123.0	1131.0	1117.0	1127.0	1116.0	1125.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
653686	Wenxinia	genus	19.02065326138519	20.007914220097838	19.50094785780682	19.016247617838776	18.891171673772924	NA	18.522287273843286	17.69883622422985	18.292088822691074	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0
659018	Stenotrophomonas daejeonensis	species	18.31865197461058	17.52536404574284	17.371593743927548	17.328501381206554	17.84167306171268	18.334513790097052	20.04514772766653	17.63717178596084	17.881452172202064	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
659428	Marivita	genus	20.577734646541018	20.656371579673188	19.91333137096026	20.035397042582776	20.424533228193127	21.111429773008577	20.306875317376598	20.629667003213534	21.077526907016303	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
696762	Planktotalea frisia	species	19.530673133127134	19.551682355232344	19.572136008380266	19.749512171885137	18.76934521571902	19.59541010983438	19.56972491007904	19.567466131985345	19.672447096601147	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
871651	Poseidonocella pacifica	species	19.850300799171773	19.50967914306122	18.97183736851694	19.217901862002325	20.084499853793076	20.593508205699447	19.770478073060215	19.56863492620326	20.338084124109795	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
875170	Celeribacter	genus	18.99044762360502	19.550014356621027	19.112183670858617	19.40204212884491	19.23015908835804	18.81200992251859	18.56648258686421	17.997985433975845	18.66050223477491	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
928856	Epibacterium multivorans	species	18.211771872965173	17.388798477545436	16.9541747225192	17.11808231146767	17.81644183613307	19.03697229454907	18.41974379027294	18.718723167088708	18.737558963615523	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
990712	Albidovulum xiamenense	species	17.139080612471247	15.218178748808345	16.01417830005325	16.001116766952816	11.620320187395814	NA	NA	19.390077197487912	12.532606499947887	1.0	1.0	1.0	1.0	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
999627	Sedimentitalea nanhaiensis	species	19.913658964645386	17.68861271341673	19.00139829782276	19.479706858231985	17.425278937859034	18.645000100456002	21.033038263648717	20.872685850722434	20.7654502498239	2.0	2.0	3.0	2.0	1.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
1028423	Ceratocystidaceae	family	17.087752121403554	NA	17.982423226775875	15.157149925188653	14.03326210040602	18.062084094001378	18.127540990175195	14.724787743066583	16.206983996715945	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1033996	Nitrososphaerales	order	30.078938680547264	29.773610124350366	30.33597418446251	29.98505116629079	30.03824394080194	29.8834294575067	30.35263381941389	29.98179101018256	30.17586978935585	1068.0	1100.0	1075.0	1081.0	1068.0	1080.0	1068.0	1079.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1033997	Nitrososphaeraceae	family	30.078938680547264	29.773610124350366	30.33597418446251	29.98505116629079	30.03824394080194	29.8834294575067	30.35263381941389	29.98179101018256	30.17586978935585	1068.0	1100.0	1075.0	1081.0	1068.0	1080.0	1068.0	1079.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1034015	Nitrososphaera viennensis	species	29.544754494250977	29.252528585424947	29.848095175741307	29.500198369235015	29.548775147522377	29.305582674640004	29.781234975826507	29.400854414302966	29.610417408133333	517.0	537.0	525.0	528.0	522.0	533.0	526.0	527.0	NA	NA	NA	NA	NA	NA	NA	NA
1086013	Gemmobacter megaterium	species	19.68961747197046	NA	20.198575731808862	NA	18.89620496321557	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1123755	Yoonia litorea	species	17.272394868682493	16.41302938126841	16.36326161102687	15.422604230090649	15.288075892898995	17.67807121718187	18.37644804968767	17.6030641314254	17.998573352288183	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1123756	Marivita geojedonensis	species	18.759725307608267	19.52493572730488	18.635423739365255	17.867768597471223	18.898663970217857	19.342344045376937	18.336193150343057	17.740064665123544	18.769161486364116	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1149133	Pseudomonas furukawaii	species	28.3726178236707	28.35409975687001	28.412406297600356	28.243828304073997	28.393840051720247	28.373408077604335	28.430668559134936	28.173905505493405	28.564735225157982	449.0	447.0	434.0	439.0	439.0	440.0	414.0	440.0	NA	NA	NA	NA	NA	NA	NA	NA
1158296	Poseidonocella	genus	19.850300799171773	19.50967914306122	18.97183736851694	19.217901862002325	20.084499853793076	20.593508205699447	19.770478073060215	19.56863492620326	20.338084124109795	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1176649	Agrobacterium fabrum	species	22.09259482088779	21.804535458573095	21.734467001777308	21.29047488910083	21.838876408940553	22.380438272307536	21.95722293953878	22.65597256661817	22.556854112219476	6.0	6.0	6.0	6.0	6.0	5.0	6.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
1184720	Rhizobium anhuiense	species	17.95567615534066	17.61903064739772	18.784841850083506	18.294813672044874	16.581613843793765	14.46820463826361	16.711758375766138	19.453644009731537	16.786998296648733	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1195766	Planktotalea	genus	19.530673133127134	19.551682355232344	19.572136008380266	19.749512171885137	18.76934521571902	19.59541010983438	19.56972491007904	19.567466131985345	19.672447096601147	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1198140	Felixo1virus	genus	21.995893842484563	22.383597910588446	22.123219048676074	21.977770457352545	21.75478527307307	21.679465954777516	22.06317323117206	22.23324149336411	21.554051807552455	9.0	9.0	8.0	8.0	9.0	9.0	8.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1217416	Halioglobus	genus	17.49400395064424	17.644237241994954	17.324745746996104	17.39347928235492	17.60576596829881	17.982996359043156	17.31156562544221	17.085067827067775	17.419783285483547	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1227549	Cribrihabitans marinus	species	19.449037000016197	19.736106085342993	19.993054470919784	19.894245365505675	17.540660079597895	11.116918975059303	20.307564381615133	20.196795407126434	17.115810772282522	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1244108	Jannaschia faecimaris	species	17.109364857569105	18.045951587111773	17.685048511613346	18.001147012160693	16.64691304042057	14.484853726127824	15.740480958893347	17.012138917986928	16.1940386748706	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1280847	Shimia haliotis	species	20.56614267140415	20.926252192804004	21.462336012959202	21.465670323541627	20.7130408401481	18.45890959751036	19.721574023938327	19.67429711135934	19.71616451327951	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1293891	Thalassospira mesophila	species	20.09460292381735	20.29167996576323	19.183608003113356	19.65801181921482	17.975429300057442	20.343827649647395	20.313569511051252	20.661016056720687	20.698148466601943	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1317121	Pseudaestuariivita atlantica	species	18.043853324014652	17.93778988685166	NA	17.83046507126465	17.674515740129138	18.62908406819554	NA	18.20301862878921	17.75281443527414	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1342299	Sulfitobacter geojensis	species	17.07251866335963	15.549189938956482	16.150883302327323	15.477540416703729	14.539534464030577	17.31778267382675	18.25556481372154	17.545787271787734	17.901378984147374	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1379159	Dyella jiangningensis	species	18.054580935763568	17.843165361580507	16.748498184231806	16.971361678850535	17.602063777073457	18.220742961178626	18.41164380159959	18.921866500065555	18.435354067092753	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1391910	Pseudooctadecabacter jejudonensis	species	22.04270623898151	20.671562057257884	20.4455557591358	20.629317394994146	21.159734389177167	22.323744697249747	22.859052345671383	22.957912948306888	22.630896149190235	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1398404	Salinihabitans	genus	20.626005779394124	21.186161042068665	20.8925658989708	20.42241413668243	20.6760283045994	20.92937290279754	20.129073526602543	20.112419882337218	20.259867569912384	3.0	2.0	2.0	3.0	3.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1400062	Tranquillimonas	genus	17.444250370421464	17.813709179901764	17.87510137519537	18.11817257134025	17.570506513203558	16.874346235769416	16.88688732508271	16.76285304908758	16.922395087668924	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1402135	Sulfitobacter pseudonitzschiae	species	18.076008721356764	17.93247256729243	17.800884736986355	17.894615888377935	18.298593346606623	18.472899826427135	17.952401141970046	17.650069345114428	18.387208318327264	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1446476	Ruegeria meonggei	species	18.57644250415139	18.03316002213643	18.16260670195115	18.456721780658548	18.653109223536806	18.97641001217426	18.437024186516	18.611320956396224	18.994782391426064	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1447782	Wenxinia saemankumensis	species	19.02065326138519	20.007914220097838	19.50094785780682	19.016247617838776	18.891171673772924	NA	18.522287273843286	17.69883622422985	18.292088822691074	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1451454	Pseudomonas caspiana	species	17.256989893787946	18.029833958276633	17.62576591056871	17.686289179421887	14.324589130438339	NA	16.32058268999399	NA	NA	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1486262	Martelella endophytica	species	16.021749913116757	15.85937972521573	16.983006939519765	16.4089143238433	16.30941169259661	14.881404134265065	15.45690045654682	15.548139765624265	15.66536756462798	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1499392	Chromobacteriaceae	family	29.504407024562813	29.613031862863874	29.356612526779095	29.55687938652356	29.417185577338163	29.62923280035299	29.349272769623404	29.570861838862545	29.51193401809386	671.0	675.0	677.0	671.0	675.0	669.0	656.0	659.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1510460	Ascidiaceihabitans donghaensis	species	19.62434340967363	20.614098450335938	19.469513442319112	19.35355262980441	18.86554873025516	19.604109774856497	19.76803615837516	18.251054250417226	19.91033340199574	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1511750	Jhaorihella	genus	19.81038011685824	18.999750947625838	20.715482706536687	17.695514730041637	20.078137253210745	19.547211913098955	20.36446930580897	19.21280318365055	20.02453843130638	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1519096	Aquimixticola soesokkakensis	species	17.94679191170171	18.20643014767631	18.198764912103744	18.775575560605848	18.07177919524909	NA	16.731576253348692	17.196197714145004	17.473329998857846	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1541818	Sedimentitalea	genus	19.913658964645386	17.68861271341673	19.00139829782276	19.479706858231985	17.425278937859034	18.645000100456002	21.033038263648717	20.872685850722434	20.7654502498239	2.0	2.0	3.0	2.0	1.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1577896	Leisingera sp. ANG-Vp	species	21.991754144105457	21.307402008350753	21.207794834580064	21.892830826794288	21.903837872656762	21.627885171600102	22.635043851332885	22.278161584271075	22.439354331372225	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1604279	Cribrihabitans	genus	19.449037000016197	19.736106085342993	19.993054470919784	19.894245365505675	17.540660079597895	11.116918975059303	20.307564381615133	20.196795407126434	17.115810772282522	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1618330	Candidatus Berkelbacteria	phylum	20.145335999107807	19.06227913136155	19.089414272591295	19.68516985397467	19.456659222828545	20.367366756743433	20.309984749595127	20.981273909212927	20.847880870926932	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1623306	Tm4virus	genus	17.48617352998331	NA	NA	17.48617352998331	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641875	Roseovarius atlanticus	species	21.614623477879803	21.334107576658706	21.516186263200964	21.594256277003737	21.920593857315843	22.306244334505045	21.364925822374726	20.98889327218546	21.4883047722466	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
1643678	Nitrososphaeria	class	30.08223521707278	29.776268804981186	30.339838821149673	29.98848224244326	30.041164980312285	29.886903676691663	30.35608511800785	29.9843441572345	30.179566938183843	1074.0	1106.0	1081.0	1087.0	1074.0	1086.0	1073.0	1085.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1648492	Ascidiaceihabitans	genus	19.62434340967363	20.614098450335938	19.469513442319112	19.35355262980441	18.86554873025516	19.604109774856497	19.76803615837516	18.251054250417226	19.91033340199574	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1649279	Epibacterium	genus	18.211771872965173	17.388798477545436	16.9541747225192	17.11808231146767	17.81644183613307	19.03697229454907	18.41974379027294	18.718723167088708	18.737558963615523	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
