id	taxon_name	rank	g1_mean	Run4_P1	Run4_P2	Run4_P3	Run4_P4	Run5_P1	Run5_P2	Run5_P3	Run5_P4	Run4_P1_n_peptide	Run4_P2_n_peptide	Run4_P3_n_peptide	Run4_P4_n_peptide	Run5_P1_n_peptide	Run5_P2_n_peptide	Run5_P3_n_peptide	Run5_P4_n_peptide	Run4_P1_n_samp_children	Run4_P2_n_samp_children	Run4_P3_n_samp_children	Run4_P4_n_samp_children	Run5_P1_n_samp_children	Run5_P2_n_samp_children	Run5_P3_n_samp_children	Run5_P4_n_samp_children
35798	Nitrosospira	genus	23.435679569042804	23.105253622641268	23.026160295178318	23.44069465597265	23.206004126177053	23.427821596105094	23.959168085901194	23.71814584913472	23.357493613183625	19.0	21.0	19.0	21.0	20.0	19.0	20.0	20.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
35806	Rhodovulum sulfidophilum	species	16.761573274460282	16.810889147339868	16.727249085782415	17.56423733305053	17.29570885674278	15.528338114201828	16.135373820508004	16.5586169717389	16.53444104696464	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
36844	Clostridium homopropionicum	species	17.173879049710724	16.0804369882554	15.85961777001995	16.446208727814945	16.59659074027848	17.02634512621977	18.05970884910258	17.72303626876735	17.888696879888837	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
36873	Paraburkholderia xenovorans	species	25.5785040086279	25.476432496497555	25.340167965038876	25.296571674245783	25.606956975251965	25.785478425226575	25.82572031648447	25.294155289549177	25.860510642264458	38.0	40.0	38.0	36.0	39.0	39.0	42.0	37.0	NA	NA	NA	NA	NA	NA	NA	NA
40323	Stenotrophomonas	genus	29.268967298398454	29.345250459603328	29.19381235101468	29.30842866021582	29.20431051487516	29.320672759836278	29.17029338573563	29.301994024894753	29.296152201601664	790.0	800.0	792.0	795.0	792.0	784.0	771.0	780.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
40324	Stenotrophomonas maltophilia	species	24.532566640400212	24.712250384047568	24.435412366728286	24.508941350212595	24.614524805311003	24.602736329230503	24.42961609636102	24.450781999462727	24.48030457149965	35.0	35.0	35.0	35.0	35.0	34.0	33.0	32.0	NA	NA	NA	NA	NA	NA	NA	NA
40674	Mammalia	class	25.170080080564507	25.710950907259555	24.70006318311058	24.73592191598435	25.415285845357797	25.579521447038868	24.615647627262803	24.572209536708257	25.46636871782096	57.0	56.0	56.0	56.0	55.0	54.0	54.0	55.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
41294	Bradyrhizobiaceae	family	19.346107053281138	18.242248381354823	17.59489606299002	18.02549917444116	18.945512135525565	20.16970117732451	19.92486642276874	19.485054707002472	20.124559311652483	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
41295	Rhodospirillaceae	family	20.09460292381735	20.29167996576323	19.183608003113356	19.65801181921482	17.975429300057442	20.343827649647395	20.313569511051252	20.661016056720687	20.698148466601943	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
43263	Pseudomonas alcaligenes	species	19.528983512827303	20.212319447753867	19.365243589562812	18.430131944371	19.584810230712165	20.25155406649146	19.322509141636893	18.254194067527067	19.619895585125484	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
43306	Pseudomonas denitrificans (nomen rejiciendum)	species	20.918914578498153	20.46082441833625	20.310057686359716	20.267480511105695	20.862994073822485	21.201736448912133	21.375667350455217	20.737723907121477	21.54811814235316	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
44577	Nitrosomonas ureae	species	23.76146192588984	23.558026278702307	24.199581879593705	24.483998601800074	23.641200032372033	23.602859308941518	23.042419880919663	23.677420743656203	23.365109186797746	15.0	18.0	19.0	17.0	21.0	17.0	19.0	19.0	NA	NA	NA	NA	NA	NA	NA	NA
46677	Pseudomonas agarici	species	20.78938419227348	20.08001334322167	20.081532848886923	20.08221662451031	20.35853423642243	21.019450240521543	21.366358503171064	21.180342013318878	21.321417835326912	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
46680	Pseudomonas nitroreducens	species	24.34126065538123	24.114669500819172	24.315000947800055	24.296274150760237	24.011036996476246	24.22736914998223	24.39877034243603	24.592127432055694	24.656237289267334	42.0	41.0	40.0	40.0	42.0	42.0	41.0	41.0	NA	NA	NA	NA	NA	NA	NA	NA
53408	Pseudomonas citronellolis	species	16.472249923712127	16.715364138629145	NA	16.917689079493563	NA	16.080581263620147	NA	NA	15.942092695464813	1.0	NA	1.0	NA	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
53412	Pseudomonas resinovorans	species	22.329123164286194	22.567817793377685	22.333568801772877	22.373453007523356	22.254493518024702	22.319843973534525	22.050533902655665	22.389792201143578	22.292988502551545	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
53501	Thalassobius gelatinovorus	species	21.39597137039248	21.415898943913824	21.518421780853664	21.822765151762592	21.012020079670904	21.52473481362019	21.186943004478056	21.369960223497717	21.155251028095737	4.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
53945	Octadecabacter	genus	18.634014324608188	18.9924233594657	18.626280129626267	18.33957602761797	18.639106788798532	18.98805498994855	18.43189664724857	18.048717278955507	18.758988623441244	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
53946	Octadecabacter arcticus	species	18.634014324608188	18.9924233594657	18.626280129626267	18.33957602761797	18.639106788798532	18.98805498994855	18.43189664724857	18.048717278955507	18.758988623441244	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
56730	Rhizobium gallicum	species	17.13398283030786	15.619307541215903	15.64024663111684	16.43471438674165	16.484285275680815	18.101561792598922	17.21315074641443	17.762991857517868	17.702664441701575	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
56812	Shewanella frigidimarina	species	18.12303912210419	NA	NA	NA	18.32599534574005	18.054347291696587	18.17443712240208	NA	17.904062430148052	NA	NA	NA	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
58842	Sagittula	genus	20.85429681516419	20.95120074885622	21.50408478599127	21.61582717220938	21.132558091928836	19.53358163588418	20.165569488981696	20.22884451976572	20.50434863725257	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
60136	Sulfitobacter	genus	20.312768690937784	20.062304075792355	20.252557083055823	19.886328906019177	20.074013507601908	20.418853215394968	20.34925530818213	20.80552686441004	20.449787035982748	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
60890	Phaeobacter gallaeciensis	species	21.307892420186015	21.833929655379432	21.15452016774485	21.040157316178952	21.337678517463953	19.671715719484478	21.565578555125967	20.989867884098643	21.883172663367766	3.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
61013	Rhizobium yanglingense	species	22.313000357330306	22.80725369443183	22.162103315211116	21.192360848615284	22.465406227769606	22.849415982514707	NA	20.696915753140004	22.73826918387831	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
65741	Pseudomonas knackmussii	species	21.701908101989762	21.598452094612703	21.53986114006537	21.810354598833822	21.988785409296696	21.775432081961856	21.474693654749167	21.58425054162626	21.771101966888537	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
68933	Thermales	order	30.22873171603648	29.997992327776014	29.99372712948348	30.25440086906946	30.207797227578187	30.161406487760768	30.27901366899742	30.446183155206832	30.4203232712394	1706.0	1711.0	1703.0	1702.0	1681.0	1709.0	1682.0	1694.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
72273	Thiotrichales	order	19.948367659382754	18.33881906361975	18.635428345065517	18.61449022872035	19.430402116896534	20.57119342563938	20.849757851004366	20.312466433224724	20.513878883816297	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
72274	Pseudomonadales	order	31.49476587719376	31.12077629623659	32.01328765819953	30.974721658945406	31.45908719625584	31.21715302350221	32.03731125721732	31.040544269435063	31.64733300329307	3603.0	3747.0	3564.0	3676.0	3543.0	3705.0	3466.0	3637.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
72275	Alteromonadaceae	family	27.522970233651776	27.474139560632025	27.85419237651337	27.806717375238765	27.42743271670861	27.14558008549909	27.483708092922384	27.45569466516342	27.409724001250137	269.0	276.0	268.0	268.0	270.0	267.0	259.0	267.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
74030	Roseovarius	genus	23.571992647885715	23.691932030441706	23.686596669008257	23.652696098382858	23.740671892459336	23.926972165488497	23.3094711087617	23.0447383371099	23.324911297588567	11.0	12.0	12.0	11.0	12.0	12.0	11.0	12.0	3.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0
74201	Verrucomicrobia	phylum	18.951244084518525	18.473731113233324	18.574665955905765	18.60245711506365	19.460521489318896	19.550128811383207	18.956297025126133	18.689335679056427	18.878615552744627	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
80840	Burkholderiales	order	30.339903878787073	30.328613210496975	30.173084568744105	30.2830195382709	30.16832578308657	30.474136894688936	30.38234088985324	30.451021859333782	30.424452703954756	1705.0	1713.0	1689.0	1691.0	1694.0	1676.0	1656.0	1679.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
82115	Rhizobiaceae	family	31.419569288725352	31.4534723367548	31.333176662709185	31.371801177365295	31.337024214419763	31.476190840361095	31.368694814616813	31.51005709075619	31.49327500372226	3334.0	3339.0	3310.0	3286.0	3321.0	3271.0	3233.0	3268.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
82367	Paracoccus pantotrophus	species	18.918880702646675	18.53397945888815	18.424817877692846	18.07349935069739	17.121036655488272	19.509961103879963	19.303626699228744	19.387876600579194	19.488204570288527	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
83219	Sulfitobacter mediterraneus	species	18.701307011972464	18.2590706128805	19.080242672548074	18.759407425782086	18.469563521820344	16.97030702503018	17.941948550729446	20.055289056171507	18.01804800611102	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
84642	Aeromonadaceae	family	19.32164899095588	19.381460359193294	19.34005479802838	18.75480531504641	19.101284807308332	19.394666371475264	19.487670487100257	19.41919568261957	19.545149254181513	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
85004	Bifidobacteriales	order	21.184614331193423	21.732670924025022	21.38930783253524	21.05601714448121	21.041383297206295	21.503735496871535	20.883510728274487	20.60498903890568	20.927733047849078	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
89184	Ruegeria pomeroyi	species	22.304925778093715	22.698422852938407	22.33250823352102	22.30617231302939	22.396306041287446	22.51398056994304	21.994473513657102	21.915334038209835	22.112619031266153	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
90964	Staphylococcaceae	family	29.704609443632226	29.68361608112271	29.617830653238208	29.754864682544206	29.664906096940804	29.722764725116974	29.640184178759345	29.759206016997947	29.784532364528232	1029.0	1056.0	1043.0	1052.0	1036.0	1036.0	1019.0	1028.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
91061	Bacilli	class	30.55608337240781	30.551286363031632	30.62336052427341	30.6266160058665	30.54507645312015	30.44779685711132	30.480860389065082	30.551186239785725	30.612087297214583	1696.0	1725.0	1700.0	1713.0	1696.0	1692.0	1660.0	1674.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
91347	Enterobacterales	order	30.336832033352163	30.325870773022732	30.277352937077346	30.32478357688483	30.22513687939052	30.400650042509977	30.327971671507996	30.4056998876497	30.397261698277436	1425.0	1428.0	1417.0	1432.0	1422.0	1407.0	1392.0	1392.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
93682	Roseivivax	genus	18.42828619939732	17.30334375027861	17.099479317175163	17.68577538634006	18.275013688004794	18.998445815853465	18.694433728476803	18.783583072181372	19.176701778702718	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
96228	Legionella drozanskii	species	19.704618161156777	18.17447369700073	18.442793693159505	17.900613304870316	16.073149729165618	20.456999047613138	20.58085291774732	20.052601216192144	20.75894130544011	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
97050	Ruegeria	genus	23.33227091640158	23.458798752939675	23.37687177369327	23.44295649328736	23.29977172885654	23.45472346096366	23.1882125223234	23.12749979474147	23.270733862113158	16.0	16.0	16.0	16.0	16.0	16.0	16.0	15.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
106589	Cupriavidus	genus	29.306551086871217	29.320003038132796	29.17277632599736	29.29163765632304	29.195312708936605	29.431119596803494	29.275577759169977	29.401320816005164	29.34476704684403	888.0	885.0	883.0	885.0	879.0	867.0	848.0	867.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
111504	Bartonella birtlesii	species	18.543706415419695	18.239717807319696	18.812086720498872	18.880568532150665	17.894225970756935	14.361347552202279	15.701280223516298	20.436582439681068	16.043615822424602	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
118882	Brucellaceae	family	20.719765633006908	20.687919568224228	20.76203078936184	20.597503204359874	20.726736790790813	21.033421186659847	20.571784116211354	20.572553410380458	20.74855329811218	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
118969	Legionellales	order	19.704618161156777	18.17447369700073	18.442793693159505	17.900613304870316	16.073149729165618	20.456999047613138	20.58085291774732	20.052601216192144	20.75894130544011	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
119045	Methylobacteriaceae	family	18.809946445245576	19.059938788829857	NA	19.29721295990012	NA	19.1426116729209	NA	18.015211941301484	18.007122010746777	1.0	NA	1.0	NA	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	NA	1.0	1.0
119060	Burkholderiaceae	family	30.211220948129164	30.204143127130756	30.060299303709634	30.154138785107193	30.03442109386829	30.337968725875612	30.25390702793862	30.323052118423547	30.28968231283342	1570.0	1578.0	1555.0	1554.0	1557.0	1543.0	1521.0	1542.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
119219	Cupriavidus metallidurans	species	28.340419082816837	28.371712683236314	28.242419370510692	28.31862034398145	28.208849499285098	28.488352340694398	28.32674686908714	28.379017004771153	28.36932576338801	465.0	469.0	462.0	464.0	463.0	458.0	444.0	453.0	NA	NA	NA	NA	NA	NA	NA	NA
125216	Roseomonas	genus	19.224602355968965	18.877375809048246	18.889469799292524	18.636580017061103	19.075614416698237	19.820958000866643	19.366493404583295	19.080504755753918	19.640219865675395	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
135614	Xanthomonadales	order	29.4738079903532	29.526811304279637	29.368392679344694	29.482012019845268	29.401180160343152	29.56112360601591	29.388942902716757	29.52170133664505	29.526800566073856	926.0	936.0	923.0	934.0	924.0	918.0	905.0	915.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
135616	Piscirickettsiaceae	family	19.948367659382754	18.33881906361975	18.635428345065517	18.61449022872035	19.430402116896534	20.57119342563938	20.849757851004366	20.312466433224724	20.513878883816297	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
135621	Pseudomonadaceae	family	31.472230114708704	31.09994860903383	31.992728982951167	30.955582206346584	31.43595247132108	31.1921405892624	32.0131199484836	31.01836521470346	31.623222970647987	3557.0	3699.0	3515.0	3627.0	3499.0	3658.0	3422.0	3593.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
135622	Alteromonadales	order	27.585551308853177	27.563933071688282	27.91361364265297	27.854687959133052	27.497049770179732	27.233442228379996	27.533094716473137	27.50252629828478	27.468631193685244	282.0	290.0	281.0	281.0	284.0	280.0	272.0	280.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0
135623	Vibrionales	order	21.180339774656296	24.020113704706315	19.293034436298836	17.58775261579687	17.57271946781861	18.16856194940044	18.636243322476876	16.95975295153843	17.037377502841696	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
135624	Aeromonadales	order	19.32164899095588	19.381460359193294	19.34005479802838	18.75480531504641	19.101284807308332	19.394666371475264	19.487670487100257	19.41919568261957	19.545149254181513	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
135625	Pasteurellales	order	18.801823748436398	18.26475687264991	18.43452439012011	18.390404940360728	18.717905306382704	19.470016344409096	18.95654518481068	18.667723487400185	19.09660192483513	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
147550	Sordariomycetes	class	17.087752121403554	NA	17.982423226775875	15.157149925188653	14.03326210040602	18.062084094001378	18.127540990175195	14.724787743066583	16.206983996715945	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0
147645	Paracoccus yeei	species	18.96557674143411	18.710490661654728	18.90173133120599	NA	19.354120004408998	NA	NA	18.807600197604554	NA	1.0	1.0	NA	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
155493	Gallibacterium	genus	18.801823748436398	18.26475687264991	18.43452439012011	18.390404940360728	18.717905306382704	19.470016344409096	18.95654518481068	18.667723487400185	19.09660192483513	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
168934	Thalassospira	genus	20.09460292381735	20.29167996576323	19.183608003113356	19.65801181921482	17.975429300057442	20.343827649647395	20.313569511051252	20.661016056720687	20.698148466601943	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
169402	Wolbachia endosymbiont of Folsomia candida	species	19.406040124632685	NA	19.841676900333496	19.635406733575387	NA	19.416043728351518	19.12767876743603	19.556441128641165	18.500436173435975	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
186801	Clostridia	class	17.173879049710724	16.0804369882554	15.85961777001995	16.446208727814945	16.59659074027848	17.02634512621977	18.05970884910258	17.72303626876735	17.888696879888837	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
186802	Clostridiales	order	17.173879049710724	16.0804369882554	15.85961777001995	16.446208727814945	16.59659074027848	17.02634512621977	18.05970884910258	17.72303626876735	17.888696879888837	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
186817	Bacillaceae	family	27.027769643755704	27.117481590215117	27.223128896518354	26.82223441377081	27.30910573389712	26.783232349931644	26.81094436384641	26.86369560889741	27.179955418661766	90.0	89.0	88.0	90.0	87.0	88.0	86.0	85.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
187304	Labrenzia aggregata	species	19.260923035769267	19.08903765005447	19.320920172203373	19.31059547560513	19.484549153908343	19.45673541469737	18.799082055651567	19.048552327642838	19.44057925343539	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
188786	Thermaceae	family	30.22873171603648	29.997992327776014	29.99372712948348	30.25440086906946	30.207797227578187	30.161406487760768	30.27901366899742	30.446183155206832	30.4203232712394	1706.0	1711.0	1703.0	1702.0	1681.0	1709.0	1682.0	1694.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
188787	Deinococci	class	30.252224525713647	30.02393181141789	30.014608327932322	30.27518653581887	30.232399576528323	30.190235985196356	30.30182122913575	30.467938681047315	30.443303448903983	1735.0	1741.0	1733.0	1729.0	1710.0	1736.0	1710.0	1721.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
188905	Jannaschia	genus	17.785816352816486	18.408892022820993	18.437125405352322	18.461518056128174	17.512400362414695	15.282450664794979	16.981403502282475	17.65622554597222	17.466536712362085	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
191028	Leisingera	genus	22.31931450459698	21.749025162910296	21.64867624328401	22.21260136129646	22.13952470573335	22.19292194062351	22.864539712396308	22.54031886150053	22.74782605241329	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
194924	Desulfovibrionaceae	family	24.893053926286253	24.431058043436174	24.745713628255555	24.63534387573479	24.77581035644217	24.949815459336854	24.945188906794076	25.504958767602208	24.903892762966848	46.0	44.0	43.0	41.0	44.0	45.0	41.0	43.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
195913	Loktanella salsilacus	species	20.59328761042879	21.225030442289643	20.769920035231777	20.59087534865037	20.395419442046663	20.760594493089684	20.31213340373719	20.130127411879435	20.232735305394833	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
201174	Actinobacteria	phylum	21.299370272480775	21.75977002405661	21.417285709659613	21.126613610962973	21.13267813513045	21.632384182623493	21.086768268834955	20.847785696399892	21.15857899571065	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
203682	Planctomycetes	phylum	20.125850715728145	20.510244555198742	20.52186589848317	19.628854707558524	19.895797580157296	20.39127191365472	20.11308589492099	19.47031232097161	20.11079678542818	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
203683	Planctomycetia	class	20.125850715728145	20.510244555198742	20.52186589848317	19.628854707558524	19.895797580157296	20.39127191365472	20.11308589492099	19.47031232097161	20.11079678542818	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
203795	Alteromonas marina	species	19.95790675071348	19.964490351017695	19.917310302982	19.920022624564446	20.062021096571794	19.93277704148929	20.057051721457558	19.970094653225438	19.82485730368087	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
204441	Rhodospirillales	order	21.138756646895178	21.045625698087974	20.40040094150461	20.763596718250312	20.385529200563496	21.522967700923935	21.28462836812671	21.46413254877136	21.65906458046192	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
204455	Rhodobacterales	order	29.823425658869073	29.807726401888416	29.733805695821136	29.68992504106408	29.739381745600888	29.977021991006573	29.879561819710837	29.754085141847657	29.975201823825415	1088.0	1090.0	1061.0	1071.0	1089.0	1062.0	1046.0	1071.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
204456	Gemmobacter	genus	19.68961747197046	NA	20.198575731808862	NA	18.89620496321557	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA
205889	Albidovulum	genus	17.139080612471247	15.218178748808345	16.01417830005325	16.001116766952816	11.620320187395814	NA	NA	19.390077197487912	12.532606499947887	1.0	1.0	1.0	1.0	NA	NA	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	1.0	1.0
206351	Neisseriales	order	29.50825037920795	29.61477901196871	29.35872278259954	29.560954437313825	29.420815397615527	29.63304767875749	29.35388183900712	29.57703841811886	29.516454288482045	677.0	681.0	684.0	678.0	682.0	676.0	663.0	666.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
206379	Nitrosomonadaceae	family	25.604630113241278	25.24315615566991	25.65777622509109	26.371154006749794	25.30330146395688	25.408958022281794	25.427169708399813	25.627520117308208	25.449447167716453	72.0	79.0	74.0	79.0	82.0	73.0	76.0	76.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
213115	Desulfovibrionales	order	24.893053926286253	24.431058043436174	24.745713628255555	24.63534387573479	24.77581035644217	24.949815459336854	24.945188906794076	25.504958767602208	24.903892762966848	46.0	44.0	43.0	41.0	44.0	45.0	41.0	43.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
215813	Dinoroseobacter shibae	species	18.435435355265014	20.05539763082987	16.72612766868553	14.408846507768919	17.31710607210266	18.72230057809793	18.59015792583553	16.823765279789658	18.95962363446896	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
216778	Stenotrophomonas rhizophila	species	22.431035898405216	22.076620303673646	22.15128106721659	22.501524962328883	22.25178267693738	22.603130797059286	22.510774234773486	22.707231509713694	22.523693960909487	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
218673	Sulfitobacter dubius	species	17.53090122794225	18.359422285191414	17.809124373328242	16.91762615120796	17.612515063963443	17.885016494679704	16.957812827353273	15.811214368427175	17.595137261567803	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
219572	Pseudomonas antarctica	species	18.302923689495714	17.60477284229803	19.182410600315745	17.611696580243347	18.36086551202263	17.522639609349532	19.102293820108525	17.663982408850057	18.180799228697495	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
231454	Dyella	genus	18.054580935763568	17.843165361580507	16.748498184231806	16.971361678850535	17.602063777073457	18.220742961178626	18.41164380159959	18.921866500065555	18.435354067092753	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
238783	Pseudorhodobacter	genus	20.104810997970482	21.244889659905244	20.41118790205089	19.907791851683182	19.812947988389123	20.338909137050315	19.331830393119567	19.022489730346926	19.453330927267512	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
244366	Klebsiella variicola	species	19.333640049842998	19.93242095023958	20.088359947509165	20.166980713583776	19.375374001994857	17.331977087730557	18.412789379998912	18.64299087685214	18.57149380072322	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
